airline_id,airline_code,airline_name,check_in_link,check_in_time
337,XG,SunExpress Deutschland,,0
726,XH,Special Ground Handling Service -XH,,0
114,XI,Aeronautical Telecommunications Ltd.(AEROTEL),,0
767,XJ,Thai AirAsia X,,0
288,XK,Air Corsica,https://checkin.si.amadeus.net/1ASIHSSCMCIXK/sscmxk/checkindirect?ln=en&IFormOfIdentification=PNR&IIdentification={PNR}&ISurname={LAST},24
410,XL,LATAM Ecuador,,0
48,XM,C.A.I. First,,0
276,XO,South East Asian Airlines (SEAIR)International, Inc.,,0
1014,XP,Avelo Airlines,,0
65,XQ,Sun Express,https://www.sunexpress.com/WebCheckIn/web/checkin?firstName={FIRST}&lastName={LAST}&locale=en_US&mode=webCheckIn&pnrNumber={PNR},24
205,XR,Corendon Airlines Europe,,0
983,XS,SITA - Airlines WorldwideTelecommunications and Information Svcs,,0
402,XT,Globus LLС,,0
272,XU,African Express Airways (K)  Limited,,0
1038,XV,BVI Airways,,0
883,XW,NokScoot,,0
1041,XX,Major Airline,,0
377,XY,Nas Air,https://booking.flynas.com/#/wci/search?pnr={PNR}&lastName={LAST}&culture=en-US,24
646,XZ,AeroItalia,,0
159,Y1,Travel Technology Interactive SA,,0
810,Y2,Air Century,,0
261,Y4,Volaris,https://www.volaris.com/mytrips?culture=en-US,24
1092,Y5,Golden Myanmar Airlines Public Co., Ltd,,0
161,Y7,NordStar,https://www.nordstar.ru/en/check-in/#/,24
667,Y8,Yangtze River Express,,0
598,Y9,Lynx Air,,0
181,YC,Yamal Airlines,,0
730,YE,Yan Air Ltd,,0
309,YF,Department of National Defence,,0
170,YG,South Airlines,,0
821,YH,Sunsplash Aviation, LLC.,,0
336,YI,Air Sunshine Inc.,,0
50,YJ,Asian Wings Airways Limited,,0
877,YK,Avia Traffic Company,,0
449,YL,Libyan Wings,,0
740,YM,Air Montenegro,,0
632,YN,Air Creebec,https://aircreebec.inkcloud.io/web_checkin.php,24
299,YO,Heli Air Monaco,,0
1107,YP,Air Premia,,0
44,YQ,TAR Aerolíneas,,0
670,YR,Grand Canyon Airlines, Inc.dba Scenic Airlines,,0
355,YS,Flightlink,,0
659,YT,Yeti Airlines Domestic Pvt. Ltd.,http://res.yetiairlines.com/webcheckin/,24
1028,YU,EuroAtlantic Airways S.A.,,0
918,YV,Mesa Airlines,,0
498,YW,Air Nostrum,https://www.iberia.com/gb/online-checkin/?language=en&market=gb#!/ibcose,24
819,YX,Republic Airlines,,0
804,YY,Major Airline,,0
388,Z0,Norse Atlantic UK,,0
221,Z2,Philippines AirAsia,https://www.airasia.com/check-in/v2/en/gb,48
1108,Z3,PM Air LLC,,0
1036,Z4,Zagros Air Co.,,0
822,Z6,Dniproavia,,0
851,Z7,Amaszonas,,0
708,Z8,Amaszonas,https://checkin.si.amadeus.net/static/PRD/Z8/#/checkindirect?IFormOfIdentification=PNR&IGroupTravel=off&IIdentification={PNR}&ISurname={LAST}&ln=en,24
1011,Z9,MYAirline,,0
922,ZA,Skywings Asia Airlines Co., Ltd.,,0
226,ZB,Air Albania,,0
827,ZC,Korongo Airlines,,0
867,ZE,Eastar Jet,,0
532,ZF,Azur Air,https://booking.azurair.ru/web-checkin/?lang=en&ticketNumber={PNR}&lastName={LAST}&submit=#search,24
811,ZG,ZIPAIR Tokyo,,0
285,ZH,Shenzhen Airlines,https://global.shenzhenair.com/zhair/ibe/bookingManagement/toCheckIn.do?language=en&market=GB&RemlanSelect=true,24
959,ZI,Aigle Azur,,0
308,ZJ,Zambezi Airlines,,0
729,ZK,Great Lakes Airlines,,0
1100,ZL,Regional Express,https://webcheck.rex.com.au/Retrieve,24
231,ZM,Air Manas,,0
147,ZN,NAYSA,,0
785,ZP,Silk Way Airlines,,0
8,ZR,Aviacon Zitotrans Air Company JSC,,0
128,ZS,JSC Kazaviaspas,,0
560,ZT,Titan Airways Limited,,0
919,ZU,SUN-AIR,,0
854,ZV,Zagros Airlines,,0
775,ZW,Air Wisconsin Airlines Corporation(AWAC),,0
27,ZX,Air Georgian Ltd. dba Air Alliance,,0
542,ZY,Sky Airlines,,0
463,ZZ,American Eagle,,0
